repo_owner,repo_name,payload_commit_msg,created_at,TRUE_VALUE,Final_Themes,
milaq,android_device_lge_p940,wifi: lower idle rescan interval we're consuming power via a held wakelock either way and bcmdhd is rather power efficient,14/03/2013 16:05,0,,
niker,EliteKernel-Blade-Rebase,Mpdec finally working for sleep+audio+power saving,15/03/2013 16:35,0,,
psydev,OpenRA,Tower adjustments ATWR HP reduced from 800 to 600 ATWR power consumptions inreased from 20 to 30 Increased sight range of towers to match their range.  Silo moved over in build queue,17/03/2013 3:47,0,,
paxelito,SENSOR,Energy efficiency drop has been almost implemented,19/03/2013 22:37,0,,
k2sports,power_reviews,* save power reviews feed to file,22/03/2013 18:14,0,,
mrg666,android_kernel_shooter,"backport mach-msm/hotplug updates from codeaurora msm-3.4 kernel ARM: msm: convert logical CPU numbers to physical numbers This patch uses the new cpu_logical_map() macro for converting logical CPU numbers into physical numbers when dealing with the pen_release variable in the SMP boot and CPU hotplug paths. Tested-and-acked-by: David Brown <davidb@codeaurora.org> Signed-off-by: Will Deacon <will.deacon@arm.com> _____________ msm: hotplug: Support cpu hotplug in no PM cases Add support for hotplug operations to take secondary CPUs online/offline when CONFIG_PM is turned off. Change-Id: Iae591f7307a3ea574e3f512714a08da23bcf069b Signed-off-by: Sathish Ambley <sambley@codeaurora.org> _____________ msm: pm-8x60: Move hotplug related code out of pm code. Move hotplug related code into hotplug.c and compile hotplug.c only when CONFIG_HOTPLUG_CPU is defined. Signed-off-by: Mahesh Sivasubramanian <msivasub@codeaurora.org> Change-Id: Ia9aa7a64e9831f52431c77c22f30fb64892efaea ______________ msm: qdss: CP14 based save and restore of debug and trace registers Accessing Krait debug registers from memory mapped interface requires qdss_pclkdbg_clk and qdss_h_clk clocks apart from the ETM clock. This means either: 1. requesting or releasing qdss clocks for every save and restore or 2. leaving the qdss clocks on all the time or 3. using the CP14 interface which is based on just the ETM clock and doesn't require the qdss clocks We choose to use CP14 interface to avoid the pitfalls for 1. and 2. above. Moreover, we make the save-restore autodetect the debug and trace architecture and do the needful based on it and hence consolidate the code for 8660 and 8960. Change-Id: If2a383e6f755c9ed893031966fa7ef6de41a5699 Signed-off-by: Pratik Patel <pratikp@codeaurora.org> ___________________ msm: move pm and cpuidle to machine include directory Some drivers need to know if a cpu exited out from a idle sleep. Move the cpuidle.h which contains prototypes for the notifier registration and pm.h which contains the sleep state definitions to include/mach. The drivers interested in knowing exit and entry in to idle states need to register with the notifier using msm_cpuidle_register_notifier. Change-Id: I204860313a57840c32f2256bd8682eafe678dad8 Signed-off-by: Abhijeet Dharmapurikar <adharmap@codeaurora.org> _________________ ARM: 7293/1: logical_cpu_map: decouple CPU mapping from SMP It turns out that the logical CPU mapping is useful even when !CONFIG_SMP for manipulation of devices like interrupt and power controllers when running a UP kernel on a CPU other than 0. This can happen when kexecing a UP image from an SMP kernel. In the future, multi-cluster systems running AMP configurations will require something similar for mapping cluster IDs, so it makes sense to decouple this logic in preparation for this support. Acked-by: Yang Bai <hamo.by@gmail.com> Acked-by: Marc Zyngier <marc.zyngier@arm.com> Reported-by: Joerg Roedel <joerg.roedel@amd.com> Signed-off-by: Will Deacon <will.deacon@arm.com> Signed-off-by: Russell King <rmk+kernel@arm.linux.org.uk> ________________________ msm: pm: Move pm.h back into ""mach-msm"" from ""mach-msm/include/mach"" APIs in this header are no longer needed outside of mach-msm. Move the header out of include/mach to discourage use of it in device drivers. Change-Id: Id87eab2c909d01e4146d79d62f9c61a80e66fd64 Signed-off-by: Matt Wagantall <mattw@codeaurora.org> __________________ msm: pm-8x60: Expose additional APIs through pm.h The following two non-static APIs should be exposed in a header file but are not. Fix this. When the pm-8x60 driver is not used, use stubs in their place that always return success. int msm_pm_wait_cpu_shutdown(unsigned int cpu) bool msm_pm_verify_cpu_pc(unsigned int cpu) msm_pm_set_rpm_wakeup_irq(unsigned int irq) is also specific to the pm-8x60 driver, so stub it out for targets without pm-8x60, too. Change-Id: I257a458a7e435b5cbc3b058a9fb245ea8704ca1a Signed-off-by: Matt Wagantall <mattw@codeaurora.org> ________________ msm: hotplug: Wait for power collapse completion in platform_cpu_kill() Call msm_pm_wait_cpu_shutdown() to wait for the CPU to be fully power-collapsed before returning from platform_cpu_kill(). This is necessary to prevent CPU_DEAD and CPU_DEAD_FROZEN notifiers from executing until the CPU is fully collapsed. Otherwise, some drivers may turn off hardware resources before it is safe to do so. For example, acpuclock-8960's hotplug handler turns off CPU clocks as part of CPU_DEAD. If this happens before the collapse is complete, it may result in a hang. The call to msm_pm_wait_cpu_shutdown() will return immediately for hotplugs that do not involve power-collapse and therefore has no impact for those scenarios. Change-Id: I88bf28f01fb02ad7dfcb8234c745570e5085585a Signed-off-by: Matt Wagantall <mattw@codeaurora.org> _________________ msm: hotplug: support hotplug with wfi only power collapse Currently the pen_release is not set to -1 after we return from msm_pm_cpu_enter_lowpower. This doesn't happen when we actually power collapse, but it does when we only wfi. This will cause the next hotplug attempt to fail and crash the system, as the cpu comes up when the system is not expecting it. Fix this by explicitly setting the pen_release when we wake up in this manner. Change-Id: Ib39c406091412b04510df5de660fd6346763f2b8 Signed-off-by: Jeff Ohlstein <johlstei@codeaurora.org> _____________ msm: hotplug/platsmp: Fix cpu invaldation pointer arithmetic These functions take two void pointers indicating where to start and end the invalidation and cache flush. The pointer arithmetic is considering the pen_release pointer as an int pointer so adding sizeof(pen_release) is adding 16 bytes to the pointer and specifying that as the end. This inadvertently invalidates data next to the pen_release variable which could be bad. Fix the pointer math to only invalidate or clean the region for the pen_release variable. Change-Id: If0cf0e5de7c9f4b8c70662b29957a1f347809124 Signed-off-by: Stephen Boyd <sboyd@codeaurora.org> ________________ msm: smp: Remove WFE/SEV from secondary core bootup During the cold boot path once the secondary core is released out of reset we keep looping for the pen release variable. The wfe+sev in this path are just unnecessary as they provide negligible power savings, and the latency cost is not worth it. During the hotplug path the secondary core will be in wfi and only an interrupt will be able to bring the core out. Removing the wfe effectively lowers the hotplug latency. Change-Id: Ic54636ceafb8abf3b6733e5699733543d64776d5 Signed-off-by: Taniya Das <tdas@codeaurora.org> ___________________ msm: hotplug: Change the pen variable in one place Other WFI based hotplug implementations set the pen variable to -1 in C code and do the appropriate flushing operations in one location. They also don't try to invalidate the cache on a spurious wakeup and report how many spurious wakeups there were. Let's do the same in our code so that we can remove our dependence on the dmac_{inv,flush}_range() functions (which are no longer upstream) and easily report spurious wakeups to the kernel logs. This does delay the time we set the pen back to its default value, but that doesn't actually matter because generic ARM hotplug code already waits for a completion before continuing. Change-Id: Ic36fbf744fe8abeda20ad9859a207b5e37c5e63c Signed-off-by: Stephen Boyd <sboyd@codeaurora.org>",24/03/2013 2:33,0,,
CyanogenMod,android_device_samsung_i9305,"Revert ""Update power profile to match stock values"" This should not have been merged. Samsung is NOTORIOUS for screwing up power_profile - we've seen tuna power_profile values on Exynos devices as an example. Among the obvious problems with the commit that is being reverted: Missing 1.4 and 1.6 GHz entries on a device that supports operation at those frequencies. Missing cpu.awake value to handle wakelock power calculation (this was added a long time ago by one of the CM maintainers, prior to the file being forked and copied to multiple repos). Power consumption values for frequencies between 200 and 1200 MHz that match the profile entries for Exynos 4210 EXACTLY, despite the fact that the Exynos 4210 is built on a 45nm process and the 4412 was built using a 32nm process (consumes less power). This reverts commit d76e08813ff4cefbc7b00b7c077d3b29804f1cd2 Change-Id: I4b42df70593ff4a7175c0e5acb022da2934c7b7e",24/03/2013 10:02,0,,
ziddey,mako,"usb: ehci-msm: Prevent USB resume during system suspend MSM USB host controller drivers release wakelocks only after USB bus gets suspended. This means that at the time of system suspend, USB devices and controller are already in suspend state. As there are no additional power savings by disabling wakeup capability during LPM, hence, mark HCD bus's skip_resume flag so that USB core doesn't try to resume devices during suspend to change remote-wakeup flags. This also avoids unnecessarily resuming USB BUS when coming out of suspend even if there is no wakeup USB event. Change-Id: Icf0aa8001cde6bfc5cc5b148a34e344a3015ac58 Signed-off-by: Manu Gautam <mgautam@codeaurora.org> Signed-off-by: Francisco Franco <franciscofranco.1990@gmail.com>",26/03/2013 18:38,0,,
ChenChuang,CSNetSim,energy consumed. dead node will be deleted form adjv,27/03/2013 6:48,0,,
falsecrypt,uni-project,EnergyClock-View extended.. SegmentedControl and 2 Pie Charts (Details-Pie Chart for selected EnergyClock-Slice and a second Pie Chart showing the day energy consumption for the selected user),01/04/2013 3:32,0,,
CyanogenMod,android_kernel_htc_msm8660,Update notes for submitted changes * cm3628: resolving -1 reported ABS_MISC on leaving power save mode,01/04/2013 13:11,0,,
CyanogenMod,android_kernel_htc_msm8660,cm3628: resolving -1 reported ABS_MISC on leaving power save mode Removing the !resume || value==0 part so it's going to overwrite the -1 value reported in Sensor_Enable part. Change-Id: I7c4eb512d4abd0186d851bcf547e47fff2f1d5bf,01/04/2013 13:11,0,,
pmaia,mestrado,scenarios vs power consumption,03/04/2013 2:21,0,,
alexshi,power-scheduling,"sched: make sure select_tas_rq_fair get a cpu Problem: select_task_rq_fair() returns a target CPU/ waking CPU if no balancing is required. However with the current power aware scheduling in this path, an invalid CPU might be returned. If get_cpu_for_power_policy() fails to find a new_cpu for the forked task, then there is a possibility that the new_cpu could continue to be -1, till the end of the select_task_rq_fair() if the search for a new cpu ahead in this function also fails. Since this scenario is unexpected by the callers of select_task_rq_fair(),this needs to be fixed. Fix: Do not intermix the variables meant to reflect the target CPU of power save and performance policies. If the target CPU of powersave is successful in being found, return it. Else allow the performance policy to take a call on the target CPU. The above scenario was caught when a kernel crash resulted with a bad data access interrupt, during a kernbench run on a 2 socket,16 core machine,with each core having SMT-4 Signed-off-by: Preeti U Murthy <preeti@linux.vnet.ibm.com> Signed-off-by: Alex Shi <alex.shi@intel.com>",03/04/2013 6:25,0,,
hupili,blog,hot corner; energy saver config,03/04/2013 7:46,0,,
stephenjust,arduino-gps-glasses,Query GPS for power saving mode and print it out,06/04/2013 7:44,0,,
thinkofdeath,RPG-Items,Changed power save format and added upgrader to change to the new format. This removes the old UTF-8 binary code and allows multiple commands of the same type,06/04/2013 19:13,0,,
SchedMD,slurm,Add new variables to sview FrontEndNode: allow/deny groups/users Node: Power consumption,08/04/2013 17:47,0,,
yongseokoh,flashcachelayer,Power consumption feature has been added.,10/04/2013 1:08,0,,
fupingpenn,Airplane1.0,add power saver player,14/04/2013 3:25,0,,
Mini-Geek,mfaktx-controller,fix power saving monitor off bug,14/04/2013 4:00,0,,
oxavelar,XT890-Kernel-Gamma,"Commenting the SMT scheduliner power savings, they seem useless for our Medfield device.",14/04/2013 6:59,0,,
CraigComberbach,FanController,Added Altium schematic I also started redoing the code. It is too old to figure out what I was doing with it. Instead I will start again with the knowledge and experience I have aquired since then. I am also changing the chip from the PIC12F675 to the PIC24F08KL200. Mostly because I want more pins to switch the grounds and toggle a latching relay. Also partly because it is a 24F chip with power saving features and an architecture that I am more familiar with.,16/04/2013 18:16,0,,
npp,npp-api,"update energy consumption model, rewrite import to bulk delete data instead of doing row by row comparisons",16/04/2013 20:18,0,,
TheDarklingWolf,Cataclysm-DDA,"Raise power consumption of power armor interface to be more in line with powering it from UPS, still twice as efficient.",17/04/2013 22:57,0,,
EgoVanautgaerden,ArduinoQuadrocopter,"updated some code, proccesing power optimalisations, power saving time kicks in faster after calibration",18/04/2013 9:07,0,,
almamouz,gsd-solar,total energy consumption,19/04/2013 8:35,0,,
OSLL,ns3psm,Create dpsm.cpp distance based power save mode file,20/04/2013 7:16,0,,
OSLL,ns3psm,Create makefile1 makefile for distance based power save mode,20/04/2013 7:18,0,,
milaq,android_kernel_htc_kovsky,"battery: hold a wakelock while usb is powered this ensures usb connectivity even when device wants to enter suspend (read: display off) we are powered either way, so power consumption should not be an issue here",20/04/2013 15:16,0,,
justinberry,spaceapps2013,power consumption,21/04/2013 0:08,0,,
yuankoulin,wsn-simulator,Implement DirectAlgorithm and add energy consume model,21/04/2013 2:35,0,,
ericvrp,PowerToThePeople,Ignore extremely high power consumptions because it's probably a measurement error,28/04/2013 20:40,0,,
prcweb,prcweb.github.com,Correct data - GDP and energy consumption were swapped,29/04/2013 13:03,0,,
eobropta,16.83-power-subsystem,Added power consumption plotter,30/04/2013 2:02,0,,
MikkoSaarisalo,mavlink,"Update common.xml Proposal to add direct battery charge and energy consumption reporting in addition or instead of the current percentage of battery. The problem with the battery percentage is that the on-board system in most cases does not natively know the size of the energy storage and relies on the (possibly) configured battery capacity value. In case of changing the battery on the field there may be different battery size or there may be a different type of power source on board. In any case, the percentage value is secondary information and dependent on a pre-configured capacity value, which may or may not be correct or relevant. If the on-board system has capability to report any consumption numbers, it almost certainly is measuring current and voltage samples. These are primary information available to be reported and should be reported. Possibly it could make sense to split message 147 to two separate messages: 1) multi-cell battery individual cell voltage reporting 2) total voltage & current readings and derivatives.",30/04/2013 8:25,0,,
opensystemsassociation,southendtransportresearch,Added notes on power consumption,30/04/2013 15:19,0,,
MikkoSaarisalo,mavlink,"1. Fixed field closing tag. 2. Increased current and energy consumption field sizes. Field size increase to accommodate kilowatt-size power trains and long missions. A more airlink economical option would be to use one scalar byte for both of the consumption fields. However, not sure if the savings would carry their weight in added complexity.",01/05/2013 10:40,0,,
lanoxx,ldsc,powerconsumption (todo save powerconsumption in the scheduler),02/05/2013 16:28,0,,
stevetrease,nodejs,Added cummulative power consumption for each browser,04/05/2013 18:18,0,,
stevetrease,nodejs,CSS for index.html and daily/hourly cumulative power consumpion,06/05/2013 15:10,0,,
fancydropbear,AstroLab,Statistics for DDsat Detumbling (Gyroscope Method) This scrip gives a basic statistics for DDsatDetumbling.m Check the mean and standard deviation of detumbling time and power consumption.,08/05/2013 16:11,0,,
fancydropbear,AstroLab,Addded statistics for Bdot with Errors detumbling Show the statistics result for detumbling time and power consumption for Bdot method with errors,08/05/2013 17:27,0,,
simphax,Touchmote,Fixed reconnecting from power save,08/05/2013 23:18,0,,
mozilla-b2g,gaia,"Merge pull request #9540 from huchengtw-moz/first-bug Bug 827109 - [System] add a notification while entering power saving mode, r=alive",10/05/2013 3:35,0,,
NikolaiSamteladze,USF_Personal_Site,Tests for Energy Profiler & Publishing script 1. Test files for network power consumption experiments in DELTA Energy Profiler 2. Script to publish the web site,13/05/2013 8:27,0,,
ckorn,PlayDeb,"openra: 20130514-1~getdeb1 * New upstream version All mods: Destroyed bridges can now be repaired with an engineer. Significantly improved AI. Added (beta) support for left-click mouse orders via the settings menu. Added ""move viewport to group"" hotkey (home key or double tap group number). Exposed several new and/or hidden preferences in the settings menu. Games can now be paused with a hotkey (F9 by default) or by opening the menu in a single player game. New/improved UI for spectators and defeated players. Improved server list and lobby UI. Fixed units attacking enemy units hidden by fog/shroud. Fixed several other visibility-related bugs. Improved range circle contrast against terrain. Fixed UI notification sound issues. Added ""Reset Exploration"" developer option (same effect as the hide-map crate). Fixed the visibility of peripheral effects for spectators/replays (ranks, production bars, etc). Improved aircraft contrail rendering. Fixed issue with harvesters not undocking when a refinery is destroyed. Fixed civilian building rendering. Added in-game player statistics for spectators (RA and D2K only). Added ""Fragile Alliances"" option, allowing alliances to be changed during free-for-all games (RA and D2K only). Added a tooltip that shows provided and drained power (RA and D2K - C&C already had this) Improved ingame chat dialog (RA and D2K only). Red Alert: Added Mobile Gap Generator. Added Mobile Radar Jammer (jams radar and deflects enemy missiles). Added desert theater (ported from C&C plus additional custom tiles by Harrison). Removed Volkov. Added announcer voice upon game start. Civilians now panic when attacked. Added a new desert-themed shellmap inspired by C&C Generals. Added ice floe actors for use on snow maps. Several improvements to the original shellmap. New missions: Allies03, Allies04, Soviet01Classic, MonsterTankMadness, Survival01. New maps: Room Convergence, Ghost Town, Bad Neighbors. Improved maps: Chaos Canyon, Bomber John, Bombardment Islands. Fixed Mechanic repair cursor. Fixed graphics for craters for snow maps. Re-enabled ""Mud"" music track. Fixed supply track shadow. Added unit production hotkeys. Fixed Airfield tooltip. Changed minimap color of gems to blue. Gap Generator shroud now disappears on low-power/death. Added support for Nyerguds music upgrade pack. Fixed target line/flash for Demo Truck targets. Added building death frames for Construction Yard, Power Plants and Ore Refinery. Improved Ore Silo artwork (more fill states). Improved Weapon Factory door animation and prevented the door closing before units exited. Changed building placement color to black on snow maps for increased contrast. Fixed Attack Dog sound. Added duration indicators for units under Chronosphere and Iron Curtain effects. Fixed Tanya shooting buildings and using C4 on barrels. Fixed Chrono Tank being unable to crush infantry/sandbags or trigger mines. Balance changes: Base defense damage reduced against structures. Pillbox armor increased from wood to heavy. Construction Yard armor reduced/health increased. Construction Yard is now unsellable to prevent Mobile Construction Vehicle crate exploit. Superweapon health increased. Chrono Tank damage increased/health increased/Chrono-shift range limit added/Chronosphere prerequisite added. Demo Truck cost increased/health reduced/speed reduced. Disguised Spies are now hidden from enemy GPS. Added build limit to Missile Silo and Tanya. Oil derricks are now repairable by engineers. Minelayers can now detect mines, allowing other units to target and destroy them. Nukes can destroy ore wells and trees. Tesla Tank health increased. Medium Tank damage increased. Mammoth Tank turret rotation speed increased/damage increased. Badger bomber health increased. Cruiser speed increased. Missile Sub accuracy increased. C&C: Building range and a short construction delay added to Construction Yards to prevent base walking. Mobile SAM launcher given to Nod as dedicated mobile AA. Improved explosions. Corrected music.yaml track titles. Tweaked building construction animation speed. Improved cloak and building destruction sounds. Added blue tiberium trees. Fixed blue tiberium not poisoning infantry. Increased crate lifetime and removed level-up crate effect. Fixed infantry running animations. Fixed Viceroid unit decorations (veterancy/group number). Fixed tooltip flickering when moving the mouse. Fixed mouse-interaction bugs in the production palette. Improved tooltip names. Added maps: The Sentinel, Bialystok, No Escapism, Rock Canyon, Slippery Slopes, Skull Valley, Dead in Motion Redux, East vs West redux, Drop Zone, The Hourglass. Added EVA notification for nuclear missile launches. Husk lifetime reduced to 10 seconds. Obelisk is now automatically targeted by units. Balance: Harvester capacity increased. Advanced Comm-Center and Temple of Nod act as a substitute prerequisite of the Comm-Center. Reduced MCV crate probability to 80% to solve Construction Yard sell exploit. MCV can be constructed without a service depot. Construction Yard health reduced. Infantry detect nearby cloaked units. Infantry and vehicle speed on clear terrain increased. Airstrike regen reduced to three minutes. Comm-Center health reduced. Airfield health reduced. Helipad price reduced. Advanced Guard Tower range increased/health reduced/power consumption increased. Advanced Guard Tower missiles improved vs aircraft and vehicles/reduced vs infantry Obelisk range increased. Tank firing rate increased/damage vs light armor increased. Light Tank speed increased/turn rate increased/ROF increased/damage reduced. Turn speeds increased for most units. Recon Bike damage reduced/sight increased/speed increased on clear, reduced on road. Buggy health reduced/sight increased. Flamethrower range reduced/damage increased vs wood. Flame Tank significantly buffed. Chinook price reduced. Helicopter prerequisites changed to Comm-Center/Advanced Tech building. Apache sight increased. Orca ROF reduced/ammo increased/damage reduced/sight increased. Stealth Tank initial stance changed to ""hold-fire."" Increased sight range for Light Tank and APC. A10 sight range increased. Mammoth Tank speed increased/health increased/turret rotation increased/missile spread increased. Stealth Tank range reduced/cloak delay increased/damage vs heavy armor reduced. Turret and Guard Tower range increased. APC damage increased/speed reduced. Artillery range reduced/damage vs wood reduced. Rocket Infantry damage increased vs armor. Increased nuke and Ion Cannon damage vs heavy armor. Grenadier's grenade speed increased. SAM site pop-up speed increased. Humvee / Buggy damage increased. MLRS range reduced/ROF reduced/damage reduced. Recon Bike damage increased vs heavy armor/burst delay added/range reduced. Dune 2000: Removed shroud (uses fog-of-war instead). Buildings are hidden under the fog until they are first seen. Added Medic. Added Stealth Raider. Removed Deviator. Aircraft are now unbuildable. Fixed building positioning and selection boxes. Added husks for units and turrets. Added trails to shells and missiles. Fixed animations for Windtrap, Repair Pad, IX Research. Reduced ""silos needed"" warnings. Husk lifetime reduced to 20 seconds. Added large building radius to construction yard. Improved explosions. Crate probabilities adjusted. New UI button artwork. Added maps: Black Mesa, Black Mesa (large), Dune Boogie, Dune Boogie (large), Brimstone, Death Depths - Modded, Tuck's Sietch. Complete rebalancing from the ground up. Engine: Fixed several desync crashes. Fixed a crash involving keyboard shortcuts and dead units. Fixed a crash involving replays and multiple game sessions on a single machine. Fixed a rare loadscreen crash. Improved logging on game desync. Improved UPnP support via Mono.Nat. Improved freetype support via SharpFont (replaces custom patched Tao.Freetype). Improved dedicated server support. Improved mix file decryption (fixes a crash when playing the ""Mud"" audio track). Introduced a new coordinate model to simplify eventual TS/RA2 support. Initial work to port existing code to new coordinates model. Added a muzzle positioning debug visualization. Added a pathfinder debug visualization. Removed player-configurable range behind the scenes of the color picker. Fixes ""radioactive"" color exploit. Show an improved error message when connecting to a server with incompatible mods. Added automatic map downloads from content.open-ra.org when joining a server with an unknown map. Added support for randomized weapon reports. Improved loading times by removing unnecessary map indexing. Scripted maps can now require human players in specified slots. Allow mods to independently enable/disable shroud and fog of war. Minor pathfinding improvements. Other misc refactoring and code cleanup. Build system and packages: Added a `version` rule to the makefile for setting mod version strings on local development builds. Added a `docs` rule for generating trait documentation. Fixed permission errors in the .deb package. Support `--instdir` options for parallel installation of .deb packages. Added Desura compatibility for Linux. Map Editor and Tools: Added a toolstrip with new and improved tools. Added support for terrain categories. Fixed wrong palette remapping for neutral buildings. Maps are now saved/loaded from the custom maps directory. Fixed legacy map importer. Added a --docs flag for OpenRA.Utility for generating trait documentation.",15/05/2013 19:19,0,,
SupSuper,OpenXcom,"Adjustment to path Highlighting. now takes energy consumption and TU reservation into account. yellow highlighting denotes ""can move here, but cannot perform reserved action"" if no reservation option is chosen, defaults to auto shot.",19/05/2013 17:09,0,,
Karatekiwi,lsdc,total power consumption,21/05/2013 7:27,0,,
Karatekiwi,lsdc,tests for power consumption,21/05/2013 8:00,0,,
milaq,android_device_hp_tenderloin,board: do not set DISABLE_ARM_PIE flag until power consumption issue is fixed,21/05/2013 23:17,0,,
leileiy,d3-1,"Created index.html, index2.html, data.csv and data1.csv Index.html - Original vs. eDVA Tech Energy Savings Comparison Index2.html - Sample donut pie chart with text labels Data.csv - data for index2.html sample donut pie chart data1.csv - potential data file for energy savings chart",23/05/2013 21:20,0,,
rsmin,testfs,53% energy saving,24/05/2013 12:49,0,,
RAZR-K-Devs,android_kernel_motorola_omap4-common,"OMAP: CPU: CPUFREQ: CLOCK: VOLTAGE: LPDD: BOARD: PM: Several fixes for stability to run an stable OPP frequency table with 10 - 12 OPPs. Prior to this commit we changed vp_timeout to u8 to allow boot OMAP with more than 7 OPPs. While browsing the mach-omap2 folder I found some mistakes from ealier commits and fixed these. In my testing phase with the new OPP table I faced random crashes/reboots which were related to voltage/sr calibration rule. Now trying the kernel with including these fixes. We may switch partly or completely to EMIF or SR_CLASS 1.5 if we can't get this to work. Work left to do: USB might be unstable related to usb performance boost mode - Not the boost is the problem but the voltage calibration, so whether we have to fix SR/switch to static voltages (but this may cause higher power consumption, possibly it also helps to set single OPPs to fixed, non-scalabe voltage) - or remove the variable usb performance mode and set a fixed frequency value (600mhz min/max). In current kexec kernel we are facing an issue which causes the user cpufreq policy to be reset to kernel default in suspend/idle mode. This can be simply override by user setting an app dependant frequency lock. This issue also causes the @default_available rule for OPPs to be not effective. As we want to limit the default max frequency at 1.0GHZ we have to solve this problem or just define a new rule in omap2plus-cpufreq.c to prevent policy auto-reset.",25/05/2013 0:58,0,,
RudyLu,gaia,Bug 871437 - change the value of Power save mode threshold to -1 for never case. r=alive,27/05/2013 11:38,0,,
basti35,eFM,energy consumption added,29/05/2013 10:16,0,,
Unvanquished,Unvanquished,Refactor human buildable interference to a form of power consumption. Prepare for having varyig power requirements for different buildable types. The gameplay mechanics should not have changed.,30/05/2013 13:49,0,,
SchedMD,slurm,IPMI - correct math for energy consumption,30/05/2013 16:58,0,,
ibr-alg,wiselib,adding piggyback functionality for stats (also available for crazy heuristics for energy consumption),02/06/2013 12:56,0,,
archlinuxarm,PKGBUILDs,aur/dkms-8192cu disable power saving mode,03/06/2013 6:37,0,,
wetherbeei,SD2013-UIUC,stable power consumption treeemap,04/06/2013 2:27,0,,
alessandroleite,wattsup-java-sdk,"bug fixes, and added the option to plot the power consumption in a chart using JFreeChart",05/06/2013 8:55,0,,
eschulte,goa,TODO measure energy consumption of evolved programs,05/06/2013 19:49,0,,
DragonFlyBSD,DragonFlyBSD,wlan: 802.11 devices and vap is not ready for ALTQ packet schedulers Current power saving queue inject and send queue flush code do not work with ALTQ packet schedulers.,07/06/2013 13:00,0,,
FlatTurtle,MyTurtleSleep,Save power state on sleep,10/06/2013 16:08,0,,
stevetrease,HomeMon,Modified to use Google charts for graphing hourly power consumption.,10/06/2013 20:05,0,,
gabrielmd,contiki,added an output for the energy consumption,13/06/2013 17:52,0,,
tmk,tmk_keyboard,Add power consumptions to doc,19/06/2013 13:38,0,,
sonhuytran,Code.Forces.Problem.Set,10A - Power Consumption Calculation,20/06/2013 14:08,0,,
gridcentric,cobalt,"Merge ""Save power_state in export"" into stable/folsom",21/06/2013 13:23,0,,
gridcentric,cobalt,Update notes for submitted changes * Save power_state in export,21/06/2013 13:23,0,,
hhjjj,WaterDrop.X,4 kHz PWM out / 1 mA power consumption,23/06/2013 16:45,0,,
drowningchild,dc-geebus,"mmc: core: Allow changing bus frequency for SD/eMMC cards in runtime Currently, bus frequency is set during the card initialization and never changed until a new card is inserted. In some low power use cases, scaling the clock frequencies while the card is in transfer state would allow power savings. This change allows bus frequency to be changed after the card initialization. Change-Id: Iac064221199f69d162d91f5311becd735c15700a Signed-off-by: Sujit Reddy Thumma <sthumma@codeaurora.org> Signed-off-by: Paul Reioux <reioux@gmail.com> Conflicts: drivers/mmc/core/core.h drivers/mmc/core/mmc.c",23/06/2013 22:45,0,,
bdossantos,dashboard,Add notes about power saving,25/06/2013 13:43,0,,
Thutmose,concrete,"started adding more to the API, basic work on the power consumption for lifts.",02/07/2013 5:06,0,,
julienrf,resilience,- Do not use requirejs optimizer - Monitor power consumption,02/07/2013 15:31,0,,
alessandroleite,scaling-nemesis,added the script to filter the power consumption when it's greater than 99.0,03/07/2013 8:06,0,,
talos,talos.github.com,Added post on energy efficiency in nyc buildings,05/07/2013 22:09,0,,
reddikih,spsim2,modefied calculation of energy efficiency.,06/07/2013 13:26,0,,
mozilla,mozilla-central,"Bug 888552 - Use SET ps command to configure power save mode, r=vchang",09/07/2013 20:32,0,,
ahjortland,hg_proc,"evap_fan_modeling.py - Output rtu after modifying the original rtu dataframe to add the duration of each data point, the uncertainty and the average fan power consumption of the data points. Signed-off-by: Howard Cheung <howard.at@gmail.com>",11/07/2013 20:14,0,,
